0 26.4425
1 30.2225
2 32.6024
3 35.3636
4 40.5335
5 43.2569
6 44.4726
7 49.7583
8 52.3968
9 56.6203
10 58.7858
11 61.5899
12 64.8291
13 66.7831
14 71.7523
15 74.9484
16 79.3725
17 80.0468
18 85.4656
19 86.592
20 89.1151
