0 26.9662
1 29.8343
2 33.7985
3 37.4545
4 42.3708
5 45.5223
6 47.133
7 53.9787
8 56.8898
9 61.0505
10 64.1237
11 69.0784
12 72.35
13 77.3031
14 80.8002
15 87.0847
16 90.5061
17 92.7502
18 100.337
19 102.89
20 107.096
